id,category_id,vendor_id,name,short_description,long_description,term_and_condition,payment_type_id,voucher_type_id,member_type_id,redeem_type_id,price,discount_rate,thumbnail,images,valid_from,valid_until,country,region,lat,lng,quantity_available,quantity_left,limit_per_user,loyalty_point_required,is_active,created_at,updated_at
32,11,1,"Get Super Besar 1 and get to eat","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!","1. Voucher is valid until 30 (thirty) days after purchase
2. Voucher can be used without minimum purchase
3. Vouchers applies for dine-in and take away
4. Voucher cannot be combined with others voucher
5. Voucher cannot be converted to Rupiah or any other else
6. Do not press """"Redeem Voucher"""", this process will be done by outlet staff
7. KFC Indonesia reserves the right to cancel any order both new and ongoing transaction if there is any violation of this promotion.
8. Any term and condition can change without any further notice from KFC Indonesia
9.Vouchers are valid at all national stores and KFC Box, 
except ALL KFC in airports, store KFC Gunung Sahari Jakarta affiliates and Seibu Blok M Pasar Raya KFC.",2,3,2,2,640,NULL,http://cdn.vexgift.com/vouchers/banner/kfc_superbesar_1.webp,NULL,1537333200,1547312399,All,NULL,NULL,NULL,50,50,1,0,0,"2018-09-19 11:50:00","2018-09-20 07:15:52"
33,11,14,"Floweradvisor Value Voucher 100K IDR","Expressing gratitude or love using flowers is a never ending way both in traditional and modern times. Now, you can use VexGift to get voucher discount worth IDR 100.000 that you could use to give beautiful flower to your special one. Get your voucher now !","Expressing gratitude or love using flowers is a never ending way both in traditional and modern times. Now, you can use VexGift to get voucher discount worth IDR 100.000 that you could use to give beautiful flower to your special one. Get your voucher now !","1. Use your voucher on www.floweradvisor.co.id
2. Voucher could be used without minimum purchase
3. Voucher cannot be combined with others voucher
4. Voucher cannot be converted to Rupiah or any other else
5. Press ""Redeem Voucher"" to get Voucher Code
6. Floweradvisor reserves the right to cancel any order both new and ongoing transaction if there is any violation of this promotion.
7. Any term and condition could change without any further notice from Floweradvisor Indonesia",2,3,2,2,500,NULL,http://cdn.vexgift.com/vouchers/banner/fa.webp,NULL,1535414400,1543165199,All,NULL,NULL,NULL,100,100,1,0,0,"2018-08-25 00:00:00","2018-09-08 17:27:45"
34,9,12,"Get Iphone XS","Iphone XS premium smartphone with beautiful design.
Want to have the latest Smartphone from this Apple Mobile?
Get it by redeem your Vexpoint now!","Iphone XS premium smartphone with beautiful design.
Want to have the latest Smartphone from this Apple Mobile?
Get it by redeem your Vexpoint now!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. Voucher can be used maximum 24 hour after you get the voucher code by clicking the ‘Redeem Voucher’
7. VexGift can change the term and condition without further notice.
8. To redeem this voucher, you must subscribe to a Premium minimum of 3 months or more.
9. Fill your data first on this link after you get the voucher http://bit.ly/vexgiftipxs ",2,6,2,2,630000,NULL,http://cdn.vexgift.com/vouchers/banner/iphonexs.webp,NULL,1537524974,1568998800,All,NULL,NULL,NULL,0,2,1,90,1,"2018-08-25 00:00:00","2019-04-16 12:37:38"
35,11,18,"Get Gramedia Online Voucher Worth 100.000 IDR","It's easier to buy books only at Gramedia.com  and get special discount voucher worth IDR 100.000 by redeem your VexPoint.  Get your Voucher now!","It's easier to buy books only at Gramedia.com  and get special discount voucher worth IDR 100.000 by redeem your VexPoint.  Get your Voucher now!","1. Vouchers can be used without minimum purchases.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers can only be used at Gramedia.com
7. VexGift can change terms and conditions without further notice.",2,3,2,2,2100,NULL,http://cdn.vexgift.com/vouchers/banner/gramedia100IDR.webp,NULL,1537315200,1539907200,All,NULL,NULL,NULL,25,25,1,0,0,"2018-09-21 00:00:00",NULL
36,11,18,"Get Gramedia Online Voucher Worth 50.000 IDR","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 50.000 by redeem your VexPoint. 
Get your Voucher now!","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 50.000 by redeem your VexPoint. 
Get your Voucher now!","1. Vouchers can be used without minimum purchases.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers can only be used at Gramedia.com
7. VexGift can change terms and conditions without further notice.",2,3,2,2,1050,NULL,http://cdn.vexgift.com/vouchers/banner/gramedia50IDR.webp,NULL,1537315200,1539907200,All,NULL,NULL,NULL,35,35,1,0,0,"2018-09-21 00:00:00",NULL
37,10,19,"Get Indomaret Voucher worth 10.000 IDR","Shop for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!","Shop for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up the balance.
8. VexGift can change terms and conditions without further notice.",2,3,2,2,500,NULL,http://cdn.vexgift.com/vouchers/banner/indomaretIDR10.webp,NULL,1537747200,1538560800,All,NULL,NULL,NULL,89,100,1,0,0,"2018-09-24 00:00:00","2018-10-05 20:08:12"
38,10,16,"[FLASH DEAL] Get Alfamart voucher worth 10.000 IDR","Get Alfamart voucher worth 10.000 IDR to buy all of your daily needs!
By redeem your VexPoints in VexGift.
Get your voucher now!","Get Alfamart voucher worth 10.000 IDR to buy all of your daily needs!
By redeem your VexPoints in VexGift.
Get your voucher now!","1. Vouchers is valid until 12 October 2018
2. Vouchers can be used without minimum purchases.
3. Vouchers cannot be combined with other voucher.
4. Vouchers cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Vouchers can only be used once.
7. VexGift can change the term and condition without further notice.",2,3,1,2,300,NULL,http://cdn.vexgift.com/vouchers/banner/alfamartIDR10FLASH.webp,NULL,1537920000,1541030400,All,NULL,NULL,NULL,0,15,1,0,0,"2018-09-25 00:00:00","2018-09-26 11:56:24"
39,10,16,"[FLASH DEAL] Get Alfamart voucher worth 10.000 IDR","Get Alfamart voucher worth 10.000 IDR to buy all of your daily needs!
By redeem your VexPoints in VexGift.
Get your voucher now!","Get Alfamart voucher worth 10.000 IDR to buy all of your daily needs!
By redeem your VexPoints in VexGift.
Get your voucher now!","1. Vouchers is valid until 12 October 2018
2. Vouchers can be used without minimum purchases.
3. Vouchers cannot be combined with other voucher.
4. Vouchers cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Vouchers can only be used once.
7. VexGift can change the term and condition without further notice.",2,3,2,2,180,NULL,http://cdn.vexgift.com/vouchers/banner/alfamartIDR10FLASH.webp,NULL,1537920000,1541030400,All,NULL,NULL,NULL,0,30,1,0,0,"2018-09-25 00:00:00","2018-10-03 17:22:50"
40,10,19,"[FLASH DEAL] Get Indomaret Voucher worth 10.000 IDR","Shop for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!","Shop for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up the balance.
8. VexGift can change terms and conditions without further notice.
9. The voucher is only valid until 02 November 2018.",2,3,1,2,300,NULL,http://cdn.vexgift.com/vouchers/banner/indomaretIDR10FLASH.webp,NULL,1537920000,1541030400,All,NULL,NULL,NULL,0,15,1,0,0,"2018-09-25 00:00:00","2018-09-26 10:29:40"
41,10,19,"[FLASH DEAL] Get Indomaret Voucher worth 10.000 IDR","Shop for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!","Shop for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up the balance.
8. VexGift can change terms and conditions without further notice.
9. The voucher is only valid until 02 November 2018.",2,3,2,2,180,NULL,http://cdn.vexgift.com/vouchers/banner/indomaretIDR10FLASH.webp,NULL,1537920000,1541030400,All,NULL,NULL,NULL,0,30,1,0,0,"2018-09-25 00:00:00","2018-10-03 17:18:08"
42,2,1,"[FLASH DEAL] Get Super Besar 1 and get to eat","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!","1. Voucher can be used without minimum purchase.
2. Vouchers applies for dine-in and take away.
3. Voucher cannot be combined with others voucher.
4. Voucher cannot be converted to Rupiah or any other else.
5. Do not press "Redeem Voucher", this process will be done by outlet staff.
6. KFC Indonesia reserves the right to cancel any order both new and ongoing transaction if there is any violation of this promotion.
7. Any term and condition can change without any further notice from KFC Indonesia.
8.Vouchers are valid at all national stores and KFC Box, 
except ALL KFC in airports, store KFC Gunung Sahari Jakarta affiliates and Seibu Blok M Pasar Raya KFC.
9. The voucher is only valid until 02 November 2018.",2,3,1,2,1100,NULL,http://cdn.vexgift.com/vouchers/banner/kfc_fd.webp,NULL,1537920000,1541030400,All,NULL,NULL,NULL,0,15,1,0,0,"2018-09-25 00:00:00","2018-09-26 08:49:15"
43,2,1,"[FLASH DEAL] Get Super Besar 1 and get to eat","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!","1. Voucher can be used without minimum purchase.
2. Vouchers applies for dine-in and take away.
3. Voucher cannot be combined with others voucher.
4. Voucher cannot be converted to Rupiah or any other else.
5. Do not press "Redeem Voucher", this process will be done by outlet staff.
6. KFC Indonesia reserves the right to cancel any order both new and ongoing transaction if there is any violation of this promotion.
7. Any term and condition can change without any further notice from KFC Indonesia.
8.Vouchers are valid at all national stores and KFC Box, 
except ALL KFC in airports, store KFC Gunung Sahari Jakarta affiliates and Seibu Blok M Pasar Raya KFC.
9. The voucher is only valid until 02 November 2018.",2,3,2,2,640,NULL,http://cdn.vexgift.com/vouchers/banner/kfc_fd.webp,NULL,1537920000,1541030400,All,NULL,NULL,NULL,0,30,1,0,0,"2018-09-25 00:00:00","2018-10-17 21:02:41"
